,,,,,,,,,,,,,,,,,
Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Slack Integration,Salesforce Integration,Gmail Integration,Most common referrer,Sales Touches to Close,Used Admin Panel,Has Issued Support Request,,
/tool/storyboard,Yes,39,10,One Legal,Legal Services,<$100M,East,Yes,Yes,No,No,/quora,10,No,No,,
/tool/storyboard,Yes,39,13,One Legal,Legal Services,<$100M,East,No,Yes,No,No,/tripadvisor.com,7,No,No,,
/tool/storyboard,Yes,169,15,One Legal,Legal Services,<$100M,East,No,Yes,No,Yes,zoom.com,8,No,Yes,,
/tool/storyboard,Yes,39,11,One Legal,Legal Services,<$100M,East,No,Yes,No,Yes,/tripadvisor.com,15,No,No,,
/login,No,39,3,One Legal,Legal Services,<$100M,East,No,No,Yes,No,/mail.google.com,8,No,Yes,,
/tool/storyboard,No,39,7,One Legal,Legal Services,<$100M,East,Yes,No,No,Yes,/google.com,6,Yes,Yes,,
/tool/storyboard,No,169,6,One Legal,Legal Services,<$100M,East,No,No,No,No,hotels.com,9,No,Yes,,
/tool/storyboard,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/mail.google.com,14,No,Yes,,
/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/mail.google.com,7,No,Yes,,
/tool/storyboard,Yes,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,hotels.com,7,Yes,No,,
/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,11,Yes,No,,
/tool/storyboard,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,hotels.com,6,No,No,,
/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,hotels.com,7,No,Yes,,
/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,zoom.com,13,Yes,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,5,Yes,No,,
/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/tripadvisor.com,14,Yes,No,,
/tool/storyboard,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,No,/quora,5,Yes,No,,
/tool/storyboard,Yes,39,13,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/tripadvisor.com,15,No,Yes,,
/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/slack.com,15,No,Yes,,
/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/tripadvisor.com,15,No,Yes,,
/tool/storyboard,No,1299,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,7,Yes,Yes,,
/tool/storyboard,Yes,39,17,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,14,Yes,Yes,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/google.com,12,Yes,Yes,,
/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,zoom.com,8,No,No,,
/tool/storyboard,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/facebook.com,4,No,No,,
/login,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/google.com,15,No,Yes,,
/tool/storyboard,No,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,hotels.com,13,No,No,,
/tool/search,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/quora,10,Yes,No,,
/tool/build_query,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,hotels.com,12,No,No,,
/tool/storyboard,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/mail.google.com,13,Yes,Yes,,
/home,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,zoom.com,13,Yes,No,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,10,No,Yes,,
/tool/storyboard,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/slack.com,13,No,Yes,,
/tool/storyboard,Yes,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,/slack.com,7,Yes,No,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,hotels.com,4,Yes,No,,
/home,No,1299,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/slack.com,5,Yes,No,,
/dashboard,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/slack.com,10,No,Yes,,
/tool/storyboard,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,7,Yes,No,,
/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,zoom.com,10,No,Yes,,
/tool/storyboard,Yes,169,12,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/slack.com,7,Yes,Yes,,
/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/google.com,5,No,No,,
/tool/storyboard,No,1299,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,zoom.com,10,Yes,No,,
/tool/search,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,9,No,No,,
/tool/storyboard,No,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/tripadvisor.com,11,No,No,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/google.com,5,No,Yes,,
/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/google.com,11,No,No,,
/home,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,zoom.com,11,No,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,15,No,No,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/facebook.com,9,No,Yes,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/tripadvisor.com,6,No,Yes,,
/tool/storyboard,Yes,1299,15,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,10,No,No,,
/tool/storyboard,Yes,39,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,16,No,No,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/quora,16,Yes,Yes,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/google.com,16,No,No,,
/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,hotels.com,13,Yes,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,4,No,No,,
/tool/build_query,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/quora,10,No,No,,
/tool/storyboard,Yes,39,11,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,/mail.google.com,5,No,No,,
/home,Yes,1299,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,hotels.com,8,No,No,,
/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,hotels.com,13,No,Yes,,
/tool/storyboard,Yes,169,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,Yes,/tripadvisor.com,11,Yes,Yes,,
/tool/storyboard,No,169,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/facebook.com,12,Yes,Yes,,
/login,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,hotels.com,15,No,Yes,,
/tool/search,Yes,169,12,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,hotels.com,13,No,No,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,zoom.com,15,No,No,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/tripadvisor.com,10,No,Yes,,
/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/google.com,6,Yes,Yes,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/mail.google.com,15,Yes,Yes,,
/tool/storyboard,Yes,169,9,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/mail.google.com,5,Yes,No,,
/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/slack.com,7,Yes,Yes,,
/tool/storyboard,Yes,39,14,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,Yes,zoom.com,14,Yes,Yes,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/quora,5,No,Yes,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,zoom.com,6,No,No,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/slack.com,10,No,No,,
/tool/storyboard,Yes,39,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,/tripadvisor.com,14,No,Yes,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,15,Yes,No,,
/tool/storyboard,Yes,169,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/mail.google.com,14,Yes,Yes,,
/tool/storyboard,Yes,169,16,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/facebook.com,4,Yes,Yes,,
/home,No,1299,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/quora,14,Yes,No,,
/tool/storyboard,Yes,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/slack.com,5,Yes,Yes,,
/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,hotels.com,4,No,No,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/tripadvisor.com,12,Yes,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/tripadvisor.com,13,Yes,No,,
/home,No,39,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/facebook.com,8,No,No,,
/tool/storyboard,No,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/quora,12,Yes,Yes,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,hotels.com,6,Yes,Yes,,
/tool/storyboard,Yes,39,10,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,No,No,/mail.google.com,16,No,Yes,,
/tool/storyboard,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,10,No,No,,
/tool/search,No,169,0,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/tripadvisor.com,11,Yes,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,/mail.google.com,12,No,Yes,,
/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,hotels.com,6,No,No,,
/tool/storyboard,Yes,39,14,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,hotels.com,13,No,No,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,hotels.com,12,No,Yes,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/mail.google.com,11,No,No,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/google.com,11,Yes,No,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,10,No,Yes,,
/tool/storyboard,No,169,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/tripadvisor.com,15,No,No,,
/tool/search,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/slack.com,13,No,No,,
/login,Yes,169,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/quora,6,No,Yes,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,zoom.com,4,Yes,No,,
/tool/storyboard,Yes,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,zoom.com,10,Yes,Yes,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/slack.com,6,No,No,,
/tool/storyboard,No,39,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/facebook.com,10,No,No,,
/tool/storyboard,Yes,39,8,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,hotels.com,13,No,Yes,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/tripadvisor.com,8,No,Yes,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,No,/facebook.com,10,No,Yes,,
/tool/storyboard,No,169,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/slack.com,12,No,No,,
/tool/storyboard,Yes,169,14,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,zoom.com,12,Yes,No,,
/login,Yes,1299,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,No,/mail.google.com,7,Yes,Yes,,
/tool/storyboard,No,169,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,zoom.com,6,No,Yes,,
/tool/storyboard,Yes,1299,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,12,Yes,Yes,,
/tool/storyboard,Yes,39,13,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,Yes,Yes,zoom.com,10,Yes,Yes,,
/tool/storyboard,Yes,39,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,Yes,No,No,/facebook.com,5,No,Yes,,
/tool/storyboard,No,169,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/facebook.com,7,No,Yes,,
/tool/storyboard,No,39,5,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/mail.google.com,15,No,Yes,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,/facebook.com,4,Yes,No,,
/tool/build_query,No,39,2,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,Yes,/tripadvisor.com,4,No,Yes,,
/tool/storyboard,No,39,3,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,hotels.com,10,No,Yes,,
/tool/storyboard,Yes,169,11,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,Yes,Yes,/slack.com,7,No,Yes,,
/tool/storyboard,No,39,6,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,No,zoom.com,7,Yes,No,,
/home,No,169,2,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,Yes,/facebook.com,5,No,No,,
/tool/storyboard,Yes,169,15,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,16,No,Yes,,
/tool/search,No,169,1,Siemon,Manufacturing,$100M - $500M,Midwest,Yes,No,No,No,/google.com,11,No,No,,
/tool/storyboard,No,39,7,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,Yes,Yes,hotels.com,12,Yes,Yes,,
/tool/storyboard,No,1299,4,Siemon,Manufacturing,$100M - $500M,Midwest,No,No,No,No,/facebook.com,8,No,Yes,,
/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/google.com,9,No,Yes,,
/tool/storyboard,No,39,7,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/quora,13,Yes,Yes,,
/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/mail.google.com,13,Yes,Yes,,
/tool/storyboard,No,1299,5,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/mail.google.com,14,No,No,,
/tool/storyboard,No,169,4,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/mail.google.com,5,Yes,Yes,,
/tool/storyboard,No,39,6,SpaceX,Technology,$1B - $10B,West,No,No,Yes,No,/mail.google.com,7,Yes,Yes,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/quora,11,Yes,No,,
/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/mail.google.com,12,Yes,Yes,,
/tool/storyboard,No,39,2,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/slack.com,7,Yes,No,,
/tool/build_query,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/mail.google.com,11,Yes,Yes,,
/tool/storyboard,No,1299,2,SpaceX,Technology,$1B - $10B,West,No,No,Yes,No,/facebook.com,6,No,No,,
/tool/storyboard,No,169,7,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,zoom.com,8,Yes,No,,
/tool/storyboard,Yes,39,16,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,No,hotels.com,13,No,No,,
/tool/search,Yes,39,8,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,/quora,14,Yes,No,,
/tool/storyboard,No,169,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/google.com,11,No,No,,
/tool/storyboard,Yes,39,14,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,/tripadvisor.com,6,No,No,,
/tool/storyboard,No,39,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/google.com,16,Yes,Yes,,
/tool/storyboard,Yes,39,15,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,Yes,/mail.google.com,9,No,No,,
/dashboard,No,39,2,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,hotels.com,6,No,Yes,,
/tool/storyboard,Yes,39,9,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/quora,8,No,Yes,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/quora,11,No,Yes,,
/tool/storyboard,No,169,4,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,hotels.com,12,No,No,,
/tool/storyboard,Yes,39,17,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/quora,9,No,No,,
/tool/storyboard,Yes,39,9,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,Yes,zoom.com,16,No,Yes,,
/tool/storyboard,Yes,39,16,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/slack.com,5,Yes,Yes,,
/tool/build_query,Yes,39,6,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,Yes,hotels.com,10,No,No,,
/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/quora,15,No,Yes,,
/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/facebook.com,13,No,No,,
/tool/storyboard,Yes,39,9,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,zoom.com,16,No,Yes,,
/login,No,39,1,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,hotels.com,5,Yes,No,,
/tool/storyboard,No,39,2,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/google.com,11,Yes,No,,
/tool/storyboard,Yes,169,13,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/quora,6,Yes,Yes,,
/tool/storyboard,No,169,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/quora,9,No,Yes,,
/tool/search,No,39,3,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/mail.google.com,6,No,No,,
/tool/storyboard,Yes,169,10,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,Yes,/facebook.com,15,No,No,,
/tool/storyboard,No,169,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/google.com,13,Yes,Yes,,
/tool/storyboard,No,39,5,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/google.com,9,No,No,,
/dashboard,No,169,2,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/slack.com,15,No,No,,
/tool/storyboard,No,169,6,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/slack.com,8,No,Yes,,
/tool/storyboard,No,1299,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/facebook.com,12,Yes,Yes,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/mail.google.com,4,No,Yes,,
/tool/storyboard,Yes,169,7,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/quora,12,No,No,,
/home,Yes,169,10,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/facebook.com,5,No,Yes,,
/dashboard,No,39,1,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/quora,16,No,Yes,,
/tool/search,No,169,2,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,zoom.com,10,No,Yes,,
/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,hotels.com,12,No,Yes,,
/tool/storyboard,No,39,3,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,hotels.com,7,Yes,No,,
/tool/storyboard,Yes,39,10,SpaceX,Technology,$1B - $10B,West,No,Yes,No,Yes,/tripadvisor.com,12,No,No,,
/tool/storyboard,Yes,169,14,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,Yes,/quora,15,No,No,,
/tool/storyboard,Yes,39,12,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,Yes,/tripadvisor.com,11,Yes,Yes,,
/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,hotels.com,9,Yes,No,,
/home,No,39,3,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/facebook.com,7,Yes,Yes,,
/tool/storyboard,Yes,169,14,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,No,/google.com,7,No,No,,
/tool/build_query,No,39,0,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/tripadvisor.com,15,Yes,No,,
/tool/storyboard,Yes,169,5,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,/quora,15,Yes,No,,
/tool/storyboard,Yes,39,12,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/google.com,4,Yes,No,,
/tool/storyboard,Yes,39,5,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/slack.com,12,Yes,Yes,,
/tool/storyboard,No,169,6,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/google.com,10,Yes,No,,
/tool/build_query,No,169,4,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/slack.com,7,Yes,No,,
/tool/storyboard,No,169,2,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/google.com,14,No,No,,
/tool/storyboard,Yes,169,13,SpaceX,Technology,$1B - $10B,West,No,Yes,No,Yes,/google.com,8,No,Yes,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/mail.google.com,10,Yes,Yes,,
/tool/storyboard,No,39,5,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,zoom.com,14,Yes,No,,
/tool/storyboard,Yes,169,12,SpaceX,Technology,$1B - $10B,West,No,Yes,Yes,Yes,zoom.com,16,No,No,,
/tool/storyboard,No,39,4,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/slack.com,10,Yes,No,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/slack.com,7,Yes,No,,
/tool/build_query,No,39,1,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/mail.google.com,9,Yes,Yes,,
/tool/storyboard,No,39,6,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/slack.com,4,Yes,No,,
/login,No,39,0,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/quora,9,Yes,Yes,,
/tool/storyboard,Yes,39,16,SpaceX,Technology,$1B - $10B,West,No,No,Yes,No,/slack.com,14,No,No,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,No,No,No,No,zoom.com,16,No,No,,
/tool/storyboard,No,39,3,SpaceX,Technology,$1B - $10B,West,Yes,No,No,No,/mail.google.com,12,Yes,No,,
/tool/storyboard,Yes,39,16,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/google.com,8,Yes,Yes,,
/tool/storyboard,Yes,39,14,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,/quora,11,Yes,Yes,,
/tool/storyboard,No,39,3,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/quora,15,Yes,No,,
/login,No,169,1,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/slack.com,8,No,No,,
/tool/storyboard,Yes,39,14,SpaceX,Technology,$1B - $10B,West,No,Yes,No,Yes,/mail.google.com,9,Yes,No,,
/tool/storyboard,Yes,1299,10,SpaceX,Technology,$1B - $10B,West,Yes,Yes,No,No,/google.com,4,Yes,Yes,,
/tool/storyboard,No,169,3,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,No,hotels.com,13,Yes,No,,
/tool/storyboard,Yes,169,6,SpaceX,Technology,$1B - $10B,West,Yes,No,Yes,Yes,/google.com,13,No,No,,
/tool/search,Yes,169,6,SpaceX,Technology,$1B - $10B,West,No,Yes,No,No,/slack.com,5,No,No,,
/tool/storyboard,Yes,169,14,SpaceX,Technology,$1B - $10B,West,Yes,Yes,Yes,Yes,/facebook.com,8,No,Yes,,
/home,No,39,1,SpaceX,Technology,$1B - $10B,West,No,No,Yes,Yes,/tripadvisor.com,7,Yes,Yes,,
/tool/storyboard,No,39,6,SpaceX,Technology,$1B - $10B,West,No,No,Yes,No,/tripadvisor.com,10,No,No,,
/dashboard,No,39,3,SpaceX,Technology,$1B - $10B,West,No,No,No,Yes,/google.com,5,No,Yes,,
/tool/search,No,39,2,SpaceX,Technology,$1B - $10B,West,Yes,No,No,Yes,/tripadvisor.com,8,No,No,,
/tool/storyboard,No,1299,3,SpaceX,Technology,$1B - $10B,West,No,No,No,No,/google.com,16,Yes,Yes,,
